Difference of line 387 from 386: r15 is different (00000BAC, Previously: 00000BA8)
Difference of line 388 from 387: r15 is different (00000BB0, Previously: 00000BAC)
Difference of line 389 from 388: r15 is different (00000BB4, Previously: 00000BB0)
Difference of line 390 from 389: r12 is different (03007E28, Previously: 00000020)
Difference of line 391 from 390: r15 is different (00000BBC, Previously: 00000BB8)
Difference of line 392 from 391: r15 is different (00000BC0, Previously: 00000BBC)
Difference of line 393 from 392: r15 is different (00000BD8, Previously: 00000BC0)
Difference of line 394 from 393: r15 is different (00000BDC, Previously: 00000BD8)
Difference of line 395 from 394: r10 is different (040000B0, Previously: 00004000)
Difference of line 396 from 395: r2 is different (00000042, Previously: 85000008)
Difference of line 397 from 396: r15 is different (00000BE8, Previously: 00000BE4)
Difference of line 398 from 397: r2 is different (00000000, Previously: 00000042)
Difference of line 399 from 398: r3 is different (00000000, Previously: 00000BC4)
Difference of line 400 from 399: r4 is different (00000000, Previously: 04000000)
Difference of line 401 from 400: r5 is different (00000000, Previously: 85000000)
Difference of line 402 from 401: r6 is different (00000000, Previously: 00000040)
Difference of line 403 from 402: r7 is different (00000000, Previously: 000000FF)
Difference of line 404 from 403: r15 is different (00000C04, Previously: 00000C00)
Difference of line 405 from 404: r15 is different (00000C08, Previously: 00000C04)
Difference of line 406 from 405: r15 is different (00000C0C, Previously: 00000C08)
Difference of line 407 from 406: r1 is different (040000B0, Previously: 04000090)
Difference of line 408 from 407: r15 is different (00000C08, Previously: 00000C10)
Difference of line 409 from 408: r15 is different (00000C0C, Previously: 00000C08)
Difference of line 410 from 409: r15 is different (00000C10, Previously: 00000C0C)
